Surname,ApproximateNumber,%Frequency,Rank,Percent,Cumulative_percent
MCMANUS,19896,0.008,1478,0.0001171405980027528,0.5858347731866015
MCMARTIN,2487,0.001,16829,1.46425747503441e-05,0.5858494157613519
MCMASTERS,2487,0.001,9421,1.46425747503441e-05,0.5858640583361022
MCMATH,2487,0.001,10868,1.46425747503441e-05,0.5858787009108526
MCMEANS,2487,0.001,14546,1.46425747503441e-05,0.585893343485603
MCMILLAN,39792,0.016,757,0.0002342811960055056,0.5861276246816085
MCMILLER,2487,0.001,12180,1.46425747503441e-05,0.5861422672563589
MCMILLIN,4974,0.002,5902,2.92851495006882e-05,0.5861715524058596
MCMILLION,2487,0.001,11341,1.46425747503441e-05,0.58618619498061
MCMILLON,2487,0.001,7888,1.46425747503441e-05,0.5862008375553603
MCMINN,4974,0.002,6114,2.92851495006882e-05,0.5862301227048611
MCMORRIS,4974,0.002,6688,2.92851495006882e-05,0.5862594078543618
MCMORROW,2487,0.001,16080,1.46425747503441e-05,0.5862740504291122
MCMULLAN,2487,0.001,10734,1.46425747503441e-05,0.5862886930038625
MCMULLEN,19896,0.008,1602,0.0001171405980027528,0.5864058336018653
MCMUNN,2487,0.001,16079,1.46425747503441e-05,0.5864204761766156
MCMURRY,2487,0.001,7955,1.46425747503441e-05,0.586435118751366
MCMURTRY,2487,0.001,10867,1.46425747503441e-05,0.5864497613261164
MCNAB,2487,0.001,14241,1.46425747503441e-05,0.5864644039008667
MCNAIR,19896,0.008,1628,0.0001171405980027528,0.5865815444988695
MCNALLY,17409,0.006999999999999999,1795,0.0001024980232524087,0.5866840425221219
MCNAMARA,19896,0.008,1599,0.0001171405980027528,0.5868011831201246
MCNARY,2487,0.001,9103,1.46425747503441e-05,0.586815825694875
MCNATT,2487,0.001,11022,1.46425747503441e-05,0.5868304682696254
MCNAUGHTON,2487,0.001,10866,1.46425747503441e-05,0.5868451108443757
MCNEAL,22383,0.009000000000000001,1379,0.0001317831727530969,0.5869768940171288
MCNEALY,2487,0.001,12774,1.46425747503441e-05,0.5869915365918792
MCNEAR,2487,0.001,14240,1.46425747503441e-05,0.5870061791666296
MCNEEL,2487,0.001,16078,1.46425747503441e-05,0.5870208217413799
MCNEELEY,2487,0.001,15123,1.46425747503441e-05,0.5870354643161303
MCNEES,2487,0.001,17661,1.46425747503441e-05,0.5870501068908807
MCNEESE,2487,0.001,8810,1.46425747503441e-05,0.587064749465631
MCNEIL,37305,0.015,811,0.00021963862125516152,0.5872843880868862
MCNEILL,22383,0.009000000000000001,1387,0.0001317831727530969,0.5874161712596393
MCNEILLY,2487,0.001,16430,1.46425747503441e-05,0.5874308138343897
MCNELLY,2487,0.001,13458,1.46425747503441e-05,0.58744545640914
MCNEMAR,2487,0.001,17241,1.46425747503441e-05,0.5874600989838904
MCNERNEY,2487,0.001,13708,1.46425747503441e-05,0.5874747415586408
MCNETT,2487,0.001,13219,1.46425747503441e-05,0.5874893841333911
MCNEW,4974,0.002,6307,2.92851495006882e-05,0.5875186692828919
MCNICHOLAS,2487,0.001,13707,1.46425747503441e-05,0.5875333118576422
MCNICHOLS,2487,0.001,11819,1.46425747503441e-05,0.5875479544323926
MCNIEL,2487,0.001,9212,1.46425747503441e-05,0.587562597007143
MCNINCH,2487,0.001,16429,1.46425747503441e-05,0.5875772395818933
MCNISH,2487,0.001,18091,1.46425747503441e-05,0.5875918821566437
MCNITT,2487,0.001,17240,1.46425747503441e-05,0.5876065247313941
MCPEAK,4974,0.002,6391,2.92851495006882e-05,0.5876358098808948
MCPEEK,2487,0.001,15122,1.46425747503441e-05,0.5876504524556452
MCPETERS,2487,0.001,15407,1.46425747503441e-05,0.5876650950303955
MCPHAIL,4974,0.002,6211,2.92851495006882e-05,0.5876943801798963
MCPHEARSON,2487,0.001,16077,1.46425747503441e-05,0.5877090227546466
MCPHEE,4974,0.002,6687,2.92851495006882e-05,0.5877383079041474
MCPHERSON,32331,0.013000000000000001,895,0.0001903534717544733,0.5879286613759018
MCQUADE,2487,0.001,9801,1.46425747503441e-05,0.5879433039506522
MCQUAID,2487,0.001,11021,1.46425747503441e-05,0.5879579465254026
MCQUAIG,2487,0.001,17660,1.46425747503441e-05,0.5879725891001529
MCQUAY,2487,0.001,15121,1.46425747503441e-05,0.5879872316749033
MCQUEARY,2487,0.001,16428,1.46425747503441e-05,0.5880018742496537
MCQUEEN,22383,0.009000000000000001,1322,0.0001317831727530969,0.5881336574224068
MCQUILLEN,2487,0.001,15742,1.46425747503441e-05,0.5881482999971571
MCQUISTON,2487,0.001,9211,1.46425747503441e-05,0.5881629425719075
MCRAE,19896,0.008,1576,0.0001171405980027528,0.5882800831699102
MCRANEY,2487,0.001,16828,1.46425747503441e-05,0.5882947257446606
MCRAY,2487,0.001,13706,1.46425747503441e-05,0.5883093683194109
MCREE,2487,0.001,16427,1.46425747503441e-05,0.5883240108941613
MCROBERTS,2487,0.001,8809,1.46425747503441e-05,0.5883386534689117
MCROY,2487,0.001,16076,1.46425747503441e-05,0.588353296043662
MCSHAN,2487,0.001,17659,1.46425747503441e-05,0.5883679386184124
MCSHANE,2487,0.001,7522,1.46425747503441e-05,0.5883825811931628
MCSHERRY,2487,0.001,11998,1.46425747503441e-05,0.5883972237679131
MCSPADDEN,2487,0.001,11020,1.46425747503441e-05,0.5884118663426635
MCSWEENEY,2487,0.001,9800,1.46425747503441e-05,0.5884265089174139
MCTAGGART,2487,0.001,13983,1.46425747503441e-05,0.5884411514921642
MCVEIGH,2487,0.001,11489,1.46425747503441e-05,0.5884557940669146
MCVICKER,2487,0.001,11184,1.46425747503441e-05,0.588470436641665
MCWHIRTER,2487,0.001,9799,1.46425747503441e-05,0.5884850792164154
MCWILLIAMS,19896,0.008,1575,0.0001171405980027528,0.5886022198144181
MEACHUM,2487,0.001,18570,1.46425747503441e-05,0.5886168623891684
MEAD,19896,0.008,1468,0.0001171405980027528,0.5887340029871712
MEADE,24870,0.01,1265,0.000146425747503441,0.5888804287346746
MEADER,2487,0.001,9420,1.46425747503441e-05,0.588895071309425
MEADORS,2487,0.001,9210,1.46425747503441e-05,0.5889097138841753
MEADOW,2487,0.001,18090,1.46425747503441e-05,0.5889243564589257
MEADOWS,39792,0.016,766,0.0002342811960055056,0.5891586376549313
MEADS,2487,0.001,10865,1.46425747503441e-05,0.5891732802296816
MEAGHER,4974,0.002,5049,2.92851495006882e-05,0.5892025653791824
MEALEY,2487,0.001,16827,1.46425747503441e-05,0.5892172079539327
MEALY,2487,0.001,17658,1.46425747503441e-05,0.5892318505286831
MEANEY,2487,0.001,11818,1.46425747503441e-05,0.5892464931034335
MEANS,17409,0.006999999999999999,1923,0.0001024980232524087,0.5893489911266859
MEANY,2487,0.001,17239,1.46425747503441e-05,0.5893636337014363
MEAS,2487,0.001,16075,1.46425747503441e-05,0.5893782762761867
MEASE,2487,0.001,9102,1.46425747503441e-05,0.589392918850937
MEAUX,2487,0.001,11019,1.46425747503441e-05,0.5894075614256874
MEBANE,2487,0.001,9933,1.46425747503441e-05,0.5894222040004378
MECHAM,4974,0.002,6853,2.92851495006882e-05,0.5894514891499385
MECHLING,2487,0.001,17657,1.46425747503441e-05,0.5894661317246889
MEDDERS,2487,0.001,12179,1.46425747503441e-05,0.5894807742994392
MEDEIROS,17409,0.006999999999999999,1753,0.0001024980232524087,0.5895832723226917
MEDELLIN,4974,0.002,7192,2.92851495006882e-05,0.5896125574721924
MEDEROS,2487,0.001,12376,1.46425747503441e-05,0.5896272000469428
MEDFORD,4974,0.002,6532,2.92851495006882e-05,0.5896564851964435
MEDINA,104454,0.042,249,0.0006149881395144522,0.590271473335958
MEDRANO,17409,0.006999999999999999,1927,0.0001024980232524087,0.5903739713592104
MEDVED,2487,0.001,17656,1.46425747503441e-05,0.5903886139339608
MEE,2487,0.001,12178,1.46425747503441e-05,0.5904032565087112
MEECE,2487,0.001,11340,1.46425747503441e-05,0.5904178990834615
MEEKINS,4974,0.002,7191,2.92851495006882e-05,0.5904471842329623
MEEKS,29844,0.012,1037,0.00017571089700412921,0.5906228951299664
MEFFORD,4974,0.002,6686,2.92851495006882e-05,0.5906521802794671
MEHAFFEY,2487,0.001,15741,1.46425747503441e-05,0.5906668228542175
MEHL,2487,0.001,12773,1.46425747503441e-05,0.5906814654289678
MEHTA,2487,0.001,7589,1.46425747503441e-05,0.5906961080037182
MEI,2487,0.001,10453,1.46425747503441e-05,0.5907107505784686
MEIDINGER,2487,0.001,17238,1.46425747503441e-05,0.5907253931532189
MEIER,17409,0.006999999999999999,1816,0.0001024980232524087,0.5908278911764714
MEIGHAN,2487,0.001,13457,1.46425747503441e-05,0.5908425337512218
MEIGS,2487,0.001,16826,1.46425747503441e-05,0.5908571763259721
MEIKLE,2487,0.001,13982,1.46425747503441e-05,0.5908718189007225
MEINERS,2487,0.001,10046,1.46425747503441e-05,0.5908864614754729
MEINHARDT,2487,0.001,18569,1.46425747503441e-05,0.5909011040502232
MEIS,2487,0.001,16074,1.46425747503441e-05,0.5909157466249736
MEISEL,2487,0.001,17237,1.46425747503441e-05,0.590930389199724
MEISNER,2487,0.001,10733,1.46425747503441e-05,0.5909450317744743
MEISSNER,2487,0.001,8457,1.46425747503441e-05,0.5909596743492247
MEISTER,4974,0.002,5439,2.92851495006882e-05,0.5909889594987254
MEJIA,39792,0.016,745,0.0002342811960055056,0.591223240694731
MEJIAS,2487,0.001,7954,1.46425747503441e-05,0.5912378832694813
MEJORADO,2487,0.001,14822,1.46425747503441e-05,0.5912525258442317
MELANSON,4974,0.002,5865,2.92851495006882e-05,0.5912818109937324
MELARA,2487,0.001,18089,1.46425747503441e-05,0.5912964535684828
MELBY,2487,0.001,13004,1.46425747503441e-05,0.5913110961432332
MELCHER,2487,0.001,7953,1.46425747503441e-05,0.5913257387179836
MELCHIOR,2487,0.001,14545,1.46425747503441e-05,0.5913403812927339
MELCHOR,2487,0.001,8116,1.46425747503441e-05,0.5913550238674843
MELDRUM,2487,0.001,10191,1.46425747503441e-05,0.5913696664422347
MELE,2487,0.001,8905,1.46425747503441e-05,0.591384309016985
MELENDEZ,37305,0.015,824,0.00021963862125516152,0.5916039476382402
MELENDREZ,2487,0.001,14821,1.46425747503441e-05,0.5916185902129906
MELENDY,2487,0.001,17236,1.46425747503441e-05,0.5916332327877409
MELGAR,2487,0.001,8270,1.46425747503441e-05,0.5916478753624913
MELGOZA,2487,0.001,13003,1.46425747503441e-05,0.5916625179372417
MELI,2487,0.001,14544,1.46425747503441e-05,0.591677160511992
MELIA,2487,0.001,16825,1.46425747503441e-05,0.5916918030867424
MELILLO,2487,0.001,12177,1.46425747503441e-05,0.5917064456614928
MELIN,2487,0.001,15120,1.46425747503441e-05,0.5917210882362431
MELLEN,2487,0.001,10595,1.46425747503441e-05,0.5917357308109935
MELLINGER,2487,0.001,12772,1.46425747503441e-05,0.5917503733857439
MELLON,4974,0.002,6166,2.92851495006882e-05,0.5917796585352446
MELLOR,2487,0.001,14239,1.46425747503441e-05,0.591794301109995
MELLOTT,2487,0.001,7737,1.46425747503441e-05,0.5918089436847453
MELNICK,2487,0.001,7588,1.46425747503441e-05,0.5918235862594957
MELO,4974,0.002,5864,2.92851495006882e-05,0.5918528714089965
MELSON,2487,0.001,8456,1.46425747503441e-05,0.5918675139837468
MELTON,52227,0.021,557,0.0003074940697572261,0.5921750080535041
MELTZER,2487,0.001,12771,1.46425747503441e-05,0.5921896506282545
MELVILLE,2487,0.001,9002,1.46425747503441e-05,0.5922042932030048
MELVIN,19896,0.008,1472,0.0001171405980027528,0.5923214338010075
MENCHACA,4974,0.002,5484,2.92851495006882e-05,0.5923507189505083
MENDEL,2487,0.001,13705,1.46425747503441e-05,0.5923653615252586
MENDELL,2487,0.001,18568,1.46425747503441e-05,0.592380004100009
MENDELSOHN,2487,0.001,14543,1.46425747503441e-05,0.5923946466747594
MENDELSON,2487,0.001,11018,1.46425747503441e-05,0.5924092892495098
MENDEZ,89532,0.036000000000000004,303,0.0005271326910123876,0.5929364219405221
MENDIETA,2487,0.001,14820,1.46425747503441e-05,0.5929510645152725
MENDIOLA,2487,0.001,7952,1.46425747503441e-05,0.5929657070900228
MENDIVIL,2487,0.001,18088,1.46425747503441e-05,0.5929803496647732
MENDONCA,2487,0.001,10732,1.46425747503441e-05,0.5929949922395236
MENDOSA,2487,0.001,11017,1.46425747503441e-05,0.5930096348142739
MENDOZA,106941,0.043,246,0.0006296307142647963,0.5936392655285387
MENEFEE,2487,0.001,7521,1.46425747503441e-05,0.5936539081032891
MENESES,4974,0.002,7137,2.92851495006882e-05,0.5936831932527898
MENG,2487,0.001,12770,1.46425747503441e-05,0.5936978358275402
MENGEL,2487,0.001,14542,1.46425747503441e-05,0.5937124784022906
MENGES,2487,0.001,14238,1.46425747503441e-05,0.593727120977041
MENJIVAR,2487,0.001,9527,1.46425747503441e-05,0.5937417635517913
MENKE,4974,0.002,6903,2.92851495006882e-05,0.593771048701292
MENTZER,2487,0.001,10190,1.46425747503441e-05,0.5937856912760424
MENZEL,2487,0.001,11016,1.46425747503441e-05,0.5938003338507928
MENZIES,2487,0.001,17655,1.46425747503441e-05,0.5938149764255432
MERA,2487,0.001,13002,1.46425747503441e-05,0.5938296190002935
MERAZ,4974,0.002,5224,2.92851495006882e-05,0.5938589041497943
MERCADO,42279,0.017,694,0.00024892377075584973,0.5941078279205501
MERCED,2487,0.001,10045,1.46425747503441e-05,0.5941224704953004
MERCEDES,2487,0.001,12566,1.46425747503441e-05,0.5941371130700508
MERCER,34818,0.013999999999999999,835,0.0002049960465048174,0.5943421091165556
MERCURI,2487,0.001,13456,1.46425747503441e-05,0.594356751691306
MERCURIO,4974,0.002,6477,2.92851495006882e-05,0.5943860368408067
MEREDITH,22383,0.009000000000000001,1366,0.0001317831727530969,0.5945178200135598
MERICLE,2487,0.001,18567,1.46425747503441e-05,0.5945324625883102
MERIDA,2487,0.001,7814,1.46425747503441e-05,0.5945471051630605
MERIDETH,2487,0.001,14237,1.46425747503441e-05,0.5945617477378109
MERINO,4974,0.002,6113,2.92851495006882e-05,0.5945910328873116
MERIWETHER,2487,0.001,14819,1.46425747503441e-05,0.594605675462062
MERKEL,4974,0.002,7261,2.92851495006882e-05,0.5946349606115627
MERKLE,2487,0.001,7951,1.46425747503441e-05,0.5946496031863131
MERKLEY,2487,0.001,16073,1.46425747503441e-05,0.5946642457610635
MERLE,2487,0.001,18087,1.46425747503441e-05,0.5946788883358138
MERLIN,2487,0.001,16824,1.46425747503441e-05,0.5946935309105642
MERLINO,2487,0.001,15406,1.46425747503441e-05,0.5947081734853146
MERLO,2487,0.001,14541,1.46425747503441e-05,0.5947228160600649
MERRIAM,2487,0.001,10044,1.46425747503441e-05,0.5947374586348153
MERRIFIELD,4974,0.002,6744,2.92851495006882e-05,0.594766743784316
MERRILL,32331,0.013000000000000001,892,0.0001903534717544733,0.5949570972560705
MERRITT,47253,0.019,633,0.0002782089202565379,0.595235306176327
MERRIWEATHER,4974,0.002,5263,2.92851495006882e-05,0.5952645913258278
MERROW,2487,0.001,16823,1.46425747503441e-05,0.5952792339005781
MERRY,4974,0.002,6743,2.92851495006882e-05,0.5953085190500789
MERRYMAN,4974,0.002,7076,2.92851495006882e-05,0.5953378041995796
MERSHON,2487,0.001,16822,1.46425747503441e-05,0.59535244677433
MERTENS,4974,0.002,7390,2.92851495006882e-05,0.5953817319238307
MERTZ,4974,0.002,6306,2.92851495006882e-05,0.5954110170733314
MERWIN,2487,0.001,8630,1.46425747503441e-05,0.5954256596480818
MERZ,2487,0.001,12769,1.46425747503441e-05,0.5954403022228322
MESERVE,2487,0.001,18086,1.46425747503441e-05,0.5954549447975825
MESSER,22383,0.009000000000000001,1444,0.0001317831727530969,0.5955867279703356
MESSERLY,2487,0.001,17235,1.46425747503441e-05,0.595601370545086
MESSERSMITH,2487,0.001,13218,1.46425747503441e-05,0.5956160131198364
MESSICK,4974,0.002,6742,2.92851495006882e-05,0.5956452982693371
MESSIER,4974,0.002,5863,2.92851495006882e-05,0.5956745834188378
MESSING,2487,0.001,16072,1.46425747503441e-05,0.5956892259935882
MESSINGER,2487,0.001,9307,1.46425747503441e-05,0.5957038685683386
MESSMER,2487,0.001,13981,1.46425747503441e-05,0.5957185111430889
MESSNER,4974,0.002,6741,2.92851495006882e-05,0.5957477962925897
MESTA,2487,0.001,16426,1.46425747503441e-05,0.59576243886734
MESTAS,2487,0.001,9662,1.46425747503441e-05,0.5957770814420904
METCALF,22383,0.009000000000000001,1426,0.0001317831727530969,0.5959088646148435
METCALFE,4974,0.002,7190,2.92851495006882e-05,0.5959381497643442
METHENY,2487,0.001,10189,1.46425747503441e-05,0.5959527923390946
METIVIER,2487,0.001,15405,1.46425747503441e-05,0.595967434913845
METOYER,2487,0.001,10188,1.46425747503441e-05,0.5959820774885953
METTLER,2487,0.001,14540,1.46425747503441e-05,0.5959967200633457
METTS,4974,0.002,6067,2.92851495006882e-05,0.5960260052128464
METZ,19896,0.008,1657,0.0001171405980027528,0.5961431458108492
METZINGER,2487,0.001,15119,1.46425747503441e-05,0.5961577883855995
MEUNIER,2487,0.001,9306,1.46425747503441e-05,0.5961724309603499
MEURER,2487,0.001,13704,1.46425747503441e-05,0.5961870735351003
MEYER,119376,0.048,216,0.0007028435880165169,0.5968899171231168
MEYERS,49740,0.02,576,0.000292851495006882,0.5971827686181237
MEYERSON,2487,0.001,18566,1.46425747503441e-05,0.5971974111928741
MEZA,22383,0.009000000000000001,1310,0.0001317831727530969,0.5973291943656271
MICCO,2487,0.001,18565,1.46425747503441e-05,0.5973438369403775
MICELI,2487,0.001,9419,1.46425747503441e-05,0.5973584795151279
MICHAEL,34818,0.013999999999999999,877,0.0002049960465048174,0.5975634755616327
MICHAELIS,2487,0.001,9798,1.46425747503441e-05,0.5975781181363831
MICHAELSON,4974,0.002,7389,2.92851495006882e-05,0.5976074032858838
MICHALAK,2487,0.001,8269,1.46425747503441e-05,0.5976220458606342
MICHALEC,2487,0.001,16425,1.46425747503441e-05,0.5976366884353845
MICHALIK,2487,0.001,18085,1.46425747503441e-05,0.5976513310101349
MICHALSKI,4974,0.002,6210,2.92851495006882e-05,0.5976806161596356
MICHAUD,19896,0.008,1633,0.0001171405980027528,0.5977977567576384
MICHEALS,2487,0.001,18564,1.46425747503441e-05,0.5978123993323887
MICHEL,19896,0.008,1601,0.0001171405980027528,0.5979295399303914
MICHELL,4974,0.002,7388,2.92851495006882e-05,0.5979588250798922
MICHELSON,2487,0.001,10452,1.46425747503441e-05,0.5979734676546425
MICHIE,2487,0.001,17654,1.46425747503441e-05,0.5979881102293929
MICK,4974,0.002,6902,2.92851495006882e-05,0.5980173953788936
MICKEL,2487,0.001,9932,1.46425747503441e-05,0.598032037953644
MICKELSEN,2487,0.001,16424,1.46425747503441e-05,0.5980466805283944
MICKELSON,4974,0.002,5048,2.92851495006882e-05,0.5980759656778951
MICKEY,4974,0.002,6305,2.92851495006882e-05,0.5981052508273959
MICKLE,4974,0.002,6587,2.92851495006882e-05,0.5981345359768966
MIDDAUGH,2487,0.001,8180,1.46425747503441e-05,0.598149178551647
MIDDENDORF,2487,0.001,11015,1.46425747503441e-05,0.5981638211263973
MIDDLEBROOK,2487,0.001,11339,1.46425747503441e-05,0.5981784637011477
MIDDLEBROOKS,4974,0.002,6260,2.92851495006882e-05,0.5982077488506484
MIDDLETON,39792,0.016,716,0.0002342811960055056,0.598442030046654
MIDGETT,2487,0.001,8268,1.46425747503441e-05,0.5984566726214043
MIDGETTE,2487,0.001,17234,1.46425747503441e-05,0.5984713151961547
MIDGLEY,2487,0.001,17653,1.46425747503441e-05,0.5984859577709051
MIDKIFF,4974,0.002,6852,2.92851495006882e-05,0.5985152429204058
MIELE,4974,0.002,6901,2.92851495006882e-05,0.5985445280699065
MIELKE,2487,0.001,8037,1.46425747503441e-05,0.5985591706446569
MIER,2487,0.001,7950,1.46425747503441e-05,0.5985738132194073
MIERA,2487,0.001,13455,1.46425747503441e-05,0.5985884557941576
MIERS,2487,0.001,15118,1.46425747503441e-05,0.598603098368908
MIESNER,2487,0.001,16821,1.46425747503441e-05,0.5986177409436584
MIFFLIN,2487,0.001,16071,1.46425747503441e-05,0.5986323835184088
MIGLIORE,2487,0.001,14236,1.46425747503441e-05,0.5986470260931591
MIGNONE,2487,0.001,16423,1.46425747503441e-05,0.5986616686679095
MIGUEL,4974,0.002,5862,2.92851495006882e-05,0.5986909538174102
MIGUES,2487,0.001,16820,1.46425747503441e-05,0.5987055963921606
MIJARES,2487,0.001,14818,1.46425747503441e-05,0.598720238966911
MIKA,2487,0.001,18563,1.46425747503441e-05,0.5987348815416613
MIKE,2487,0.001,9797,1.46425747503441e-05,0.5987495241164117
MIKEL,2487,0.001,11183,1.46425747503441e-05,0.5987641666911621
MIKELL,2487,0.001,8904,1.46425747503441e-05,0.5987788092659124
MIKELS,2487,0.001,16819,1.46425747503441e-05,0.5987934518406628
MIKESELL,2487,0.001,8547,1.46425747503441e-05,0.5988080944154132
MIKKELSEN,2487,0.001,15117,1.46425747503441e-05,0.5988227369901635
MIKKELSON,2487,0.001,16070,1.46425747503441e-05,0.5988373795649139
MIKULA,2487,0.001,13980,1.46425747503441e-05,0.5988520221396643
MILAN,4974,0.002,5362,2.92851495006882e-05,0.598881307289165
MILANO,4974,0.002,6428,2.92851495006882e-05,0.5989105924386657
MILARDO,2487,0.001,18562,1.46425747503441e-05,0.5989252350134161
MILAZZO,2487,0.001,10451,1.46425747503441e-05,0.5989398775881665
MILBOURN,2487,0.001,16818,1.46425747503441e-05,0.5989545201629168
MILBRANDT,2487,0.001,18084,1.46425747503441e-05,0.5989691627376672
MILER,2487,0.001,16817,1.46425747503441e-05,0.5989838053124176
MILES,94506,0.038,287,0.0005564178405130758,0.5995402231529307
MILEWSKI,2487,0.001,16069,1.46425747503441e-05,0.599554865727681
MILFORD,2487,0.001,7661,1.46425747503441e-05,0.5995695083024314
MILIAN,2487,0.001,12565,1.46425747503441e-05,0.5995841508771818
MILITELLO,2487,0.001,18083,1.46425747503441e-05,0.5995987934519321
MILL,2487,0.001,16068,1.46425747503441e-05,0.5996134360266825
MILLAN,4974,0.002,5438,2.92851495006882e-05,0.5996427211761832
MILLAR,4974,0.002,6390,2.92851495006882e-05,0.599672006325684
MILLAY,2487,0.001,16816,1.46425747503441e-05,0.5996866489004343
MILLEN,2487,0.001,8711,1.46425747503441e-05,0.5997012914751847
MILLENDER,2487,0.001,17233,1.46425747503441e-05,0.5997159340499351
MILLER,1054488,0.424,7,0.006208451694145899,0.6059243857440809
